TripId,Clientid,Status,ProviderType,Outcome,Tripdate,RequestTime,PromiseTime,ProviderId,APtime,APtime1,ADtime,Anchor,PickCounty,PickZip,DropCounty,DropZip,TripMiles
4448,56644,S,Primary,Completed,2022-04-01,12:45,12:45,PTC,12:45,12:44,13:08,P,Queens,11356,Nassau,11042,9.390000343322754
4453,24108,NSCNS,Broker,Customer no-show,2022-04-01,06:20,06:20,VBH,07:47,06:25,07:47,P,New York,10030,New York,10029,2.369999885559082
4455,23601,S,Broker,Authorized,2022-04-01,07:10,07:10,VBH,07:24,07:22,08:03,P,Bronx,10460,Bronx,10466,6.659999847412109
4478,28192,CX,E-Hail,Early Cancel,2022-04-01,15:00,15:00,,00:00,00:00,00:00,P,Kings,11201,Kings,11216,0.0
1516,43899,S,Primary,Completed,2022-04-01,08:30,07:01,MAG,07:03,07:01,08:11,A,Kings,11221,Richmond,10301,15.779999732971191
1518,34577,S,Broker,Authorized,2022-04-01,16:45,15:58,VBG,16:12,16:12,16:28,A,Bronx,10457,Bronx,10458,1.7899999618530273
1533,12848,S,Broker,Authorized,2022-04-01,08:00,08:00,VBG,08:26,08:21,09:29,P,Queens,11432,New York,10036,12.989999771118164
1535,25446,S,Broker,Authorized,2022-04-01,16:30,16:30,VBG,16:58,16:54,17:29,P,Kings,11212,Kings,11249,5.309999942779541
1550,45024,CX,E-Hail,Early Cancel,2022-04-01,04:00,04:00,,00:00,00:00,00:00,P,Bronx,10473,Bronx,10455,0.0
1552,42681,CX,E-Hail,Early Cancel,2022-04-01,15:00,15:00,,00:00,00:00,00:00,P,Kings,11226,Kings,11215,0.0
1567,40896,S,E-Hail,Authorized,2022-04-01,10:30,10:30,STA,10:38,10:36,10:45,P,Bronx,10456,Bronx,10452,1.2100000381469727
1569,38955,S,E-Hail,Authorized,2022-04-01,15:00,15:00,LEP,00:00,00:00,00:00,P,New York,10036,Kings,11232,10.270000457763672
1582,43214,S,Broker,Authorized,2022-04-01,18:30,18:30,VBG,18:23,18:13,19:20,P,New York,10021,Queens,11435,13.5600004196167
1584,36004,CX,E-Hail,Early Cancel,2022-04-01,14:30,14:30,,00:00,00:00,00:00,P,New York,10002,Kings,11217,0.0
1586,45200,S,E-Hail,Authorized,2022-04-01,08:20,08:20,STA,08:11,08:01,08:27,P,Bronx,10461,Bronx,10460,2.0199999809265137
1599,33770,S,Broker,Authorized,2022-04-01,04:20,04:20,VBG,04:13,04:02,04:50,P,Kings,11225,New York,10065,8.09000015258789
1601,44564,S,Broker,Authorized,2022-04-01,07:30,07:30,VBH,00:00,07:57,08:17,P,Kings,11219,Kings,11209,3.8499999046325684
1616,42831,S,Primary,Completed,2022-04-01,18:10,18:10,PTC,18:18,18:18,18:56,P,Queens,11374,Queens,11372,3.0399999618530273
1618,45161,CX,E-Hail,Early Cancel,2022-04-01,07:00,07:00,,00:00,00:00,00:00,P,New York,10002,Bronx,10460,0.0
1633,39251,S,E-Hail,Authorized,2022-04-01,17:30,17:30,ARA,17:34,17:33,18:17,P,Queens,11101,New York,10037,5.429999828338623
1635,42244,S,Broker,Authorized,2022-04-01,06:30,06:30,VBG,06:46,06:45,07:17,P,New York,10023,Queens,11372,6.739999771118164
1650,33823,S,E-Hail,Authorized,2022-04-01,05:45,05:45,ARA,05:54,05:25,06:20,P,Bronx,10462,New York,10022,10.989999771118164
1652,46911,S,Broker,Authorized,2022-04-01,18:30,17:24,VBG,17:29,17:27,17:52,A,Queens,11422,Queens,11433,5.150000095367432
1667,16357,S,Primary,Completed,2022-04-01,05:30,05:30,MVT,05:26,05:25,05:53,P,Kings,11224,Queens,11413,17.1299991607666
1669,7198,CX,E-Hail,Early Cancel,2022-04-01,07:30,07:30,,00:00,00:00,00:00,P,Bronx,10467,Bronx,10457,0.0
1684,22481,CX_L,E-Hail,Late Cancel,2022-04-01,09:00,09:00,,00:00,00:00,00:00,P,Queens,11413,Queens,11362,0.0
1686,22077,CX,E-Hail,Early Cancel,2022-04-01,21:30,21:30,,00:00,00:00,00:00,P,Queens,11434,New York,10025,0.0
1699,25350,S,Broker,Authorized,2022-04-01,15:30,15:30,VBG,15:49,15:48,16:03,P,Kings,11235,Kings,11224,2.3499999046325684
1701,50584,S,Primary,Completed,2022-04-01,19:00,19:00,GVC,19:26,19:26,19:39,P,Queens,11365,Queens,11355,2.109999895095825
1703,37423,S,Broker,Authorized,2022-04-01,20:30,20:30,VBG,20:08,20:08,21:00,P,New York,10075,Kings,11203,9.390000343322754
1716,47371,S,E-Hail,Authorized,2022-04-01,13:30,13:30,ISA,13:26,13:23,13:29,P,Richmond,10305,Richmond,10305,0.33000001311302185
1718,45709,S,Broker,Authorized,2022-04-01,07:40,06:29,VBH,07:12,07:12,07:44,A,Queens,11414,Queens,11432,7.570000171661377
1733,49498,S,E-Hail,Authorized,2022-04-01,09:45,09:05,ISA,09:15,09:12,09:19,A,Richmond,10314,Richmond,10314,1.1699999570846558
1735,45762,S,Broker,Authorized,2022-04-01,22:30,22:30,VBG,00:00,00:00,00:00,P,New York,10025,New York,10035,1.600000023841858
1750,35690,CX,E-Hail,Early Cancel,2022-04-01,07:10,07:10,,00:00,00:00,00:00,P,Kings,11236,Kings,11203,0.0
1752,50554,S,E-Hail,Authorized,2022-04-01,08:15,08:15,ARA,08:40,08:36,09:22,P,Kings,11226,New York,10016,8.850000381469727
1767,49788,CX,E-Hail,Early Cancel,2022-04-01,07:30,07:30,,00:00,00:00,00:00,P,Kings,11219,Queens,11412,0.0
1769,35453,S,Broker,Authorized,2022-04-01,21:30,21:30,VBG,00:00,00:00,00:00,P,Kings,11219,Kings,11223,4.059999942779541
1784,1987,S,Broker,Authorized,2022-04-01,16:15,16:15,VBH,00:00,16:34,17:30,P,New York,10016,Kings,11234,11.149999618530273
1786,14851,CX,E-Hail,Early Cancel,2022-04-01,13:00,12:11,,00:00,00:00,00:00,A,Bronx,10457,Bronx,10454,0.0
1801,30539,S,Primary,Completed,2022-04-01,14:15,14:15,MAG,14:22,14:18,15:17,P,Queens,11413,Queens,11414,5.96999979019165
1803,50559,S,Primary,Completed,2022-04-01,22:30,22:30,MVP,22:43,22:39,23:14,P,Queens,11365,Queens,11429,5.210000038146973
4480,54158,S,Broker,Authorized,2022-04-01,17:15,17:15,VBH,00:00,00:00,00:00,P,New York,10128,New York,10029,0.6100000143051147
4487,1085,CX,E-Hail,Early Cancel,2022-04-01,23:00,23:00,,00:00,00:00,00:00,P,Bronx,10455,Bronx,10452,0.0
4489,38609,S,Primary,Completed,2022-04-01,07:00,07:00,PTC,06:44,06:44,07:11,P,Queens,11430,Kings,11208,5.400000095367432
4512,55615,S,Broker,Authorized,2022-04-01,11:30,11:30,VBG,11:24,11:21,11:46,P,Queens,11355,Queens,11358,1.850000023841858
4514,19748,CX,E-Hail,Early Cancel,2022-04-01,13:45,12:27,,00:00,00:00,00:00,A,Kings,11236,Kings,11224,0.0
4521,55197,S,Broker,Authorized,2022-04-01,07:15,07:15,VBG,00:00,07:18,07:53,P,Kings,11209,Kings,11215,4.630000114440918
4523,54566,S,Broker,Authorized,2022-04-01,11:00,11:00,VBG,10:59,10:56,11:10,P,Kings,11213,Kings,11215,1.899999976158142
4551,38299,S,Primary,Completed,2022-04-01,11:31,10:18,PTC,10:20,10:04,11:12,A,Kings County,11206,New York County,10017,5.369999885559082
4552,38299,S,Primary,Completed,2022-04-01,23:15,22:13,MVT,22:24,22:23,23:07,A,New York County,10017,Kings County,11206,5.369999885559082
4557,4535,CX,E-Hail,Early Cancel,2022-04-01,22:45,22:02,,00:00,00:00,00:00,A,Kings,11221,Kings,11205,0.0
4559,46084,S,Broker,Authorized,2022-04-01,05:00,05:16,VBG,05:49,05:38,06:12,P,New York,10019,Bronx County,10468,10.869999885559082
4563,33434,CX,E-Hail,Early Cancel,2022-04-01,08:15,09:02,,00:00,00:00,00:00,P,Bronx County,10452,Bronx County,10451,0.0
4572,45633,CX,E-Hail,Early Cancel,2022-04-01,18:00,17:16,,00:00,00:00,00:00,A,Kings County,11215,Kings County,11218,0.0
4575,12383,S,Primary,Completed,2022-04-01,15:15,14:07,GVC,14:17,14:14,14:53,A,Kings County,11201,New York County,10010,3.819999933242798
4579,18958,S,Broker,Authorized,2022-04-01,06:38,06:37,VBG,06:29,06:29,06:57,P,Kings County,11228,Kings County,11219,2.5199999809265137
4587,13701,S,Primary,Completed,2022-04-01,09:45,09:56,ITA,10:15,09:54,10:31,P,Kings,11235,Kings,11229,1.0499999523162842
4589,13701,CX,E-Hail,Early Cancel,2022-04-01,12:00,12:38,,00:00,00:00,00:00,P,Kings,11229,Kings,11235,0.0
4593,49405,S,Broker,Authorized,2022-04-01,10:32,09:13,VBG,09:29,09:28,09:54,A,New York County,10009,Queens County,11379,8.819999694824219
4605,21462,CX,E-Hail,Early Cancel,2022-04-01,15:30,14:39,,00:00,00:00,00:00,P,New York,10038,New York,10023,0.0
4620,41520,S,Broker,Authorized,2022-04-01,17:45,16:01,VBG,16:48,16:33,18:32,A,New York County,10036,Bronx County,10461,14.920000076293945
4626,51426,CX,E-Hail,Early Cancel,2022-04-01,09:25,10:16,,00:00,00:00,00:00,P,Richmond County,10301,New York County,10022,0.0
4637,48633,TAXI,E-Hail,Authorized,2022-04-01,07:45,00:00,,00:00,00:00,00:00,P,Kings,11201,Kings,11201,0.0
4654,50505,S,Broker,Authorized,2022-04-01,04:00,04:00,VBG,04:07,04:03,04:18,P,Kings,11238,Kings,11203,3.0199999809265137
4668,24614,FA1,E-Hail,Customer Refusal,2022-04-01,08:30,09:01,,00:00,00:00,00:00,P,Kings,11235,New York,10022,0.0
4670,6893,FA1,E-Hail,Customer Refusal,2022-04-01,09:30,10:15,,00:00,00:00,00:00,P,New York,10024,Queens,11430,0.0
4681,17950,CX,E-Hail,Early Cancel,2022-04-01,10:30,10:46,,00:00,00:00,00:00,P,Kings,11212,Kings,11207,0.0
4685,46045,FA1,E-Hail,Customer Refusal,2022-04-01,17:00,16:20,,00:00,00:00,00:00,P,New York,10019,Kings,11212,0.0
4699,52838,S,Broker,Authorized,2022-04-01,16:00,16:00,VBG,16:12,16:08,17:21,P,New York,10039,New York,10002,10.069999694824219
4700,48355,FA1,E-Hail,Customer Refusal,2022-04-01,07:20,08:10,,00:00,00:00,00:00,P,Kings,11210,Kings,11232,0.0
4701,2683,FA1,E-Hail,Customer Refusal,2022-04-01,10:20,09:33,,00:00,00:00,00:00,A,Kings,11223,Kings,11214,0.0
4718,27511,S,Primary,Completed,2022-04-01,12:30,12:30,ITA,12:28,12:21,13:08,P,Kings,11229,Richmond,10314,13.109999656677246
4733,27577,FA1,E-Hail,Customer Refusal,2022-04-01,04:30,05:09,,00:00,00:00,00:00,P,Richmond,10304,Bronx,10458,0.0
4747,11029,FA1,E-Hail,Customer Refusal,2022-04-01,07:29,08:14,,00:00,00:00,00:00,P,Kings,11229,Kings,11223,0.0
4765,2683,FA1,E-Hail,Customer Refusal,2022-04-01,13:00,12:05,,00:00,00:00,00:00,A,Kings,11214,Kings,11224,0.0
4771,11029,S,Broker,Authorized,2022-04-01,07:29,07:29,VBH,07:21,07:21,07:31,P,Kings,11229,Kings,11223,1.409999966621399
4782,28973,FA1,E-Hail,Customer Refusal,2022-04-01,18:01,17:06,,00:00,00:00,00:00,P,Kings,11206,Queens,11434,0.0
4800,50013,S,Broker,Authorized,2022-04-01,04:30,04:30,VBH,04:26,04:00,04:44,P,New York,10029,New York,10005,9.430000305175781
3563,5451,S,Primary,Completed,2022-04-01,08:00,08:00,MVT,08:09,08:06,09:01,P,Kings,11239,Kings,11225,4.679999828338623
3566,19128,S,Broker,Authorized,2022-04-01,09:30,09:30,VBG,09:27,09:14,09:41,P,Queens,11365,Queens,11369,5.53000020980835
3580,4039,S,E-Hail,Authorized,2022-04-01,09:35,09:35,ISA,00:00,00:00,00:00,P,Richmond,10302,Richmond,10303,1.7699999809265137
3581,57117,S,Broker,Authorized,2022-04-01,06:00,06:00,VBG,05:57,05:50,07:19,P,Queens,11412,New York,10007,14.319999694824219
3598,2534,CX,E-Hail,Early Cancel,2022-04-01,13:55,13:55,,00:00,00:00,00:00,P,Kings,11230,New York,10023,0.0
3599,55368,S,Broker,Authorized,2022-04-01,13:45,13:45,VBG,13:50,13:48,14:44,P,Bronx,10456,New York,10019,8.069999694824219
3613,54931,S,Primary,Completed,2022-04-01,07:15,07:15,MVT,07:10,07:10,07:59,P,New York,10019,Richmond,10309,27.739999771118164
3616,7398,S,Broker,Authorized,2022-04-01,07:30,06:22,VBG,06:38,06:35,07:07,A,Queens,11375,Kings,11206,6.599999904632568
3630,15545,CX,E-Hail,Early Cancel,2022-04-01,13:00,13:00,,00:00,00:00,00:00,P,Kings,11210,Kings County,11230,0.0
3631,57287,S,Primary,Completed,2022-04-01,11:00,11:00,MVT,11:10,11:00,11:24,P,Bronx,10461,Bronx,10461,1.1100000143051147
3648,5408,S,Broker,Authorized,2022-04-01,06:00,06:00,VBH,06:19,06:10,07:19,P,Queens,11692,Kings,11210,11.5600004196167
3649,5408,S,Broker,Authorized,2022-04-01,14:00,14:00,VBH,14:12,14:05,15:20,P,Kings,11210,Queens,11692,11.5600004196167
3663,21440,CX,E-Hail,Early Cancel,2022-04-01,16:45,16:45,,00:00,00:00,00:00,P,New York,10038,Kings,11216,0.0
3666,55013,S,Broker,Authorized,2022-04-01,20:35,20:35,VBG,20:37,20:32,21:15,P,Bronx,10472,New York,10001,11.359999656677246
3680,52662,S,Broker,Authorized,2022-04-01,04:30,04:30,VBG,04:34,00:00,04:45,P,New York,10039,New York,10032,1.2699999809265137
3681,52662,S,E-Hail,Authorized,2022-04-01,10:00,10:00,STA,09:58,09:53,10:11,P,New York,10032,New York,10039,1.2699999809265137
3698,2156,S,Primary,Completed,2022-04-01,07:30,07:30,GVC,07:34,07:20,08:25,P,Bronx,10469,New York,10039,7.570000171661377
3699,2156,S,Primary,Completed,2022-04-01,13:00,13:00,GVC,13:34,13:34,15:03,P,New York,10039,Bronx,10469,7.570000171661377
3713,17933,CX,E-Hail,Early Cancel,2022-04-01,06:00,06:00,,00:00,00:00,00:00,P,Kings,11221,New York,10029,0.0
3716,54251,S,E-Hail,Authorized,2022-04-01,19:00,19:00,ICP,19:20,19:17,19:54,P,Queens,11427,Queens,11371,9.720000267028809
3730,27318,S,Broker,Authorized,2022-04-01,04:30,03:18,VBG,03:03,02:45,03:45,A,Kings County,11213,Queens,11430,9.100000381469727
3731,54266,CX,E-Hail,Early Cancel,2022-04-01,05:00,05:00,,00:00,00:00,00:00,P,Bronx,10456,New York,10038,0.0
3748,43226,CX,E-Hail,Early Cancel,2022-04-01,16:40,16:40,,00:00,00:00,00:00,P,New York,10038,New York,10027,0.0
3749,10804,S,Primary,Completed,2022-04-01,06:40,06:40,MVT,06:50,06:50,07:15,P,Kings,11213,Kings,11233,1.600000023841858
3763,53520,S,Primary,Completed,2022-04-01,14:15,14:15,MVP,15:55,15:40,16:18,P,Queens,11691,Queens,11691,1.1699999570846558
3766,39403,S,Broker,Authorized,2022-04-01,18:00,18:00,VBG,00:00,18:09,19:14,P,New York,10026,Bronx,10457,5.789999961853027
3767,5197,S,Primary,Completed,2022-04-01,07:00,07:00,PTC,07:00,00:00,07:42,P,Queens,11372,New York,10038,9.819999694824219
3780,27675,S,Broker,Authorized,2022-04-01,20:00,20:00,VBH,20:35,20:33,21:04,P,New York,10009,Kings,11203,6.449999809265137
3781,1688,S,Broker,Authorized,2022-04-01,08:00,06:25,VBG,06:49,06:46,07:35,A,Bronx,10467,Queens,11368,12.390000343322754
3798,32048,CX,E-Hail,Early Cancel,2022-04-01,07:15,07:15,,00:00,00:00,00:00,P,Queens,11378,Queens,11432,0.0
3799,32048,CX,E-Hail,Early Cancel,2022-04-01,14:00,14:00,,00:00,00:00,00:00,P,Queens,11432,Queens,11378,0.0
3816,17103,S,Broker,Authorized,2022-04-01,06:50,06:50,VBG,07:01,06:57,07:09,P,Kings,11213,Kings,11238,1.649999976158142
3817,17103,S,Broker,Authorized,2022-04-01,20:15,20:15,VBG,20:30,20:22,20:42,P,Kings,11238,Kings,11213,1.649999976158142
3830,34604,CX,E-Hail,Early Cancel,2022-04-01,17:00,17:00,,00:00,00:00,00:00,P,Bronx County,10458,Queens County,11429,0.0
3831,34604,CX,E-Hail,Early Cancel,2022-04-01,06:35,06:35,,00:00,00:00,00:00,P,Queens County,11429,Bronx County,10458,0.0
3848,56178,S,Broker,Authorized,2022-04-01,16:30,16:30,VBG,16:56,16:50,17:10,P,Kings,11214,Kings,11228,3.0399999618530273
3849,56178,S,Broker,Authorized,2022-04-01,21:30,21:30,VBG,00:00,00:00,00:00,P,Kings,11228,Kings,11214,3.0399999618530273
2696,34538,S,Broker,Authorized,2022-04-01,04:45,04:45,VBG,05:06,05:05,05:20,P,New York,10029,New York,10065,2.9200000762939453
2697,29791,CX,E-Hail,Early Cancel,2022-04-01,09:10,09:10,,00:00,00:00,00:00,P,Queens,11373,Queens,11436,0.0
2711,977,S,Primary,Completed,2022-04-01,13:00,13:00,PTC,13:12,13:12,14:06,P,New York,10039,New York,10039,0.36000001430511475
2714,6498,CX,E-Hail,Early Cancel,2022-04-01,17:30,17:30,,00:00,00:00,00:00,P,Richmond,10309,Richmond,10304,0.0
2728,50689,S,Broker,Authorized,2022-04-01,06:00,06:00,VBG,05:52,05:49,06:00,P,Queens,11368,Queens,11373,1.600000023841858
2729,50689,S,Broker,Authorized,2022-04-01,15:00,15:00,VBG,15:05,15:04,15:16,P,Queens,11373,Queens,11368,1.600000023841858
2746,54708,S,Broker,Authorized,2022-04-01,22:15,22:15,VBG,00:00,00:00,00:00,P,New York,10019,Bronx,10462,11.569999694824219
2747,45997,S,Broker,Authorized,2022-04-01,22:00,22:00,VBG,00:00,00:00,00:00,P,Kings,11225,Kings,11201,3.069999933242798
2761,44045,CX_L,E-Hail,Late Cancel,2022-04-01,12:30,12:30,,00:00,00:00,00:00,P,New York,10002,Kings,11211,0.0
2764,40575,CX_L,Broker,Late Cancel,2022-04-01,15:30,15:30,VBG,00:00,00:00,00:00,P,New York,10026,New York,10027,0.0
2778,47491,CX,E-Hail,Early Cancel,2022-04-01,15:30,15:30,,00:00,00:00,00:00,P,Bronx,10467,Bronx,10473,0.0
2779,50823,S,Broker,Authorized,2022-04-01,08:00,08:00,VBG,00:00,07:54,08:13,P,New York,10019,New York,10007,4.980000019073486
2796,34995,S,Primary,Completed,2022-04-01,12:15,12:15,PTC,12:13,12:13,12:29,P,Kings,11223,Kings,11214,1.5099999904632568
2797,50639,S,Primary,Completed,2022-04-01,06:00,06:00,MVT,05:56,05:56,06:36,P,Kings,11212,Kings,11209,9.819999694824219
2811,40642,S,Primary,Completed,2022-04-01,04:30,04:30,PTC,04:29,04:23,04:56,P,Nassau,11581,Queens,11432,7.139999866485596
2814,1441,S,Primary,Completed,2022-04-01,13:00,13:00,MAG,13:16,13:13,13:42,P,Kings,11230,Kings,11226,1.840000033378601
2828,5247,CX,Primary,Early Cancel,2022-04-01,18:30,16:43,ITA,00:00,00:00,00:00,A,New York County,10019,Queens County,11412,0.0
2829,53167,S,Broker,Authorized,2022-04-01,08:00,06:40,VBG,06:28,06:28,07:53,A,Kings,11226,New York,10009,6.460000038146973
2846,50665,S,E-Hail,Authorized,2022-04-01,05:15,05:15,STA,05:15,05:09,05:34,P,Bronx,10463,Bronx,10461,4.599999904632568
2847,50665,S,E-Hail,Authorized,2022-04-01,10:15,10:15,STA,10:21,10:20,10:50,P,Bronx,10461,Bronx,10463,4.599999904632568
2861,39614,NSCNS,E-Hail,Customer no-show,2022-04-01,07:20,07:20,,07:28,07:17,07:28,P,New York,10022,Kings,11231,0.0
2864,10988,S,Broker,Authorized,2022-04-01,07:29,07:29,VBH,07:30,07:22,08:03,P,Bronx,10458,Bronx,10455,4.480000019073486
2878,53637,CX,E-Hail,Early Cancel,2022-04-01,05:30,05:30,,00:00,00:00,00:00,P,Bronx,10465,New York,10013,0.0
2879,53637,CX,E-Hail,Early Cancel,2022-04-01,15:00,15:00,,00:00,00:00,00:00,P,New York,10013,Bronx,10465,0.0
2896,31415,CX_L,E-Hail,Late Cancel,2022-04-01,05:30,05:30,,00:00,00:00,00:00,P,Kings,11229,Kings,11214,0.0
2897,31415,CX,E-Hail,Early Cancel,2022-04-01,17:15,17:15,,00:00,00:00,00:00,P,Kings,11214,Kings,11229,0.0
2911,200,S,Primary,Completed,2022-04-01,05:45,05:45,MVP,05:43,05:39,06:13,P,Kings,11201,Queens,11101,5.46999979019165
2914,27240,S,Primary,Completed,2022-04-01,08:15,06:39,GVC,06:44,06:44,07:35,A,New York County,10009,Bronx,10451,9.329999923706055
2928,32475,NSCNS,E-Hail,Customer no-show,2022-04-01,10:00,10:00,,10:14,10:14,10:14,P,Bronx,10475,Bronx,10457,0.0
2929,32475,CX,E-Hail,Early Cancel,2022-04-01,13:00,13:00,,00:00,00:00,00:00,P,Bronx,10457,Bronx,10475,0.0
2946,50940,S,Broker,Authorized,2022-04-01,07:00,07:00,VBG,07:21,07:15,08:56,P,Kings,11236,Bronx,10451,15.149999618530273
2947,50940,CX_L,E-Hail,Late Cancel,2022-04-01,17:00,17:00,,00:00,00:00,00:00,P,Bronx,10451,Kings,11236,0.0
2961,41905,S,Broker,Authorized,2022-04-01,07:30,07:30,VBG,07:59,07:58,08:27,P,Queens,11434,Queens,11435,3.9800000190734863
2964,54642,S,E-Hail,Authorized,2022-04-01,08:45,08:06,STA,07:58,07:54,08:12,A,Bronx,10468,Bronx,10467,0.699999988079071
2978,53724,CX,E-Hail,Early Cancel,2022-04-01,06:00,06:00,,00:00,00:00,00:00,P,Kings,11206,Kings,11214,0.0
2979,53724,CX,E-Hail,Early Cancel,2022-04-01,15:00,15:00,,00:00,00:00,00:00,P,Kings,11214,Kings,11206,0.0
2996,53104,S,Broker,Authorized,2022-04-01,17:45,17:45,VBG,17:39,17:33,18:47,P,Kings,11207,Bronx,10466,19.68000030517578
4815,48355,FA1,E-Hail,Customer Refusal,2022-04-01,16:50,17:15,,00:00,00:00,00:00,P,Kings,11232,Kings,11210,0.0
4816,50145,S,Primary,Completed,2022-04-01,10:45,11:10,MVT,11:19,11:14,11:54,P,Queens,11372,Kings,11249,5.880000114440918
4832,21246,S,Primary,Completed,2022-04-01,14:00,14:08,MVP,14:21,14:21,14:34,P,Richmond,10314,Richmond,10301,2.2699999809265137
4842,28973,FA1,E-Hail,Customer Refusal,2022-04-01,17:30,16:07,,00:00,00:00,00:00,A,Kings,11206,Queens,11434,0.0
4847,3331,S,Primary,Completed,2022-04-01,13:00,13:00,MVT,13:39,13:25,14:10,P,Kings,11213,Kings,11233,1.0800000429153442
4855,52552,S,Broker,Authorized,2022-04-01,10:31,10:31,VBH,11:10,10:23,11:51,P,Kings,11201,New York,10024,8.0600004196167
4870,17835,S,Primary,Completed,2022-04-01,21:30,21:39,MVT,21:36,21:30,22:47,P,New York,10011,Kings,11207,11.130000114440918
4884,4096,CX,E-Hail,Early Cancel,2022-04-01,13:00,13:00,,00:00,00:00,00:00,P,Kings,11229,New York,10017,0.0
4888,52552,S,Broker,Authorized,2022-04-01,13:15,13:15,VBH,13:50,13:46,14:38,P,New York,10024,Kings,11201,7.320000171661377
4889,41802,S,Broker,Authorized,2022-04-01,16:05,16:05,VBG,16:10,15:14,17:24,P,Kings,11208,New York,10027,13.359999656677246
4899,38371,S,Broker,Authorized,2022-04-01,18:00,18:45,VBH,18:41,18:40,19:07,P,New York,10027,Kings,11222,8.319999694824219
4902,29547,S,Primary,Completed,2022-04-01,07:50,07:50,MAG,07:39,07:30,07:47,P,Kings County,11229,Kings,11230,0.6700000166893005
4915,1242,FA1,E-Hail,Customer Refusal,2022-04-01,12:00,11:05,,00:00,00:00,00:00,P,Kings,11226,Queens,11430,0.0
4929,51182,S,Primary,Completed,2022-04-01,07:20,07:20,MAG,07:23,07:23,07:47,P,Queens,11435,Queens,11429,4.599999904632568
4931,25467,CX_L,E-Hail,Late Cancel,2022-04-01,12:15,12:15,,12:35,12:34,12:56,P,New York,10002,Kings,11212,0.0
4943,28010,CX,E-Hail,Early Cancel,2022-04-01,08:30,08:45,,00:00,00:00,00:00,P,Kings,11215,Queens,11373,0.0
4948,51182,S,Primary,Completed,2022-04-01,13:00,13:00,ITA,12:53,12:52,13:34,P,Queens,11429,Queens,11435,4.599999904632568
4957,16952,FA1,E-Hail,Customer Refusal,2022-04-01,11:00,11:19,,00:00,00:00,00:00,P,Bronx,10454,Bronx,10468,0.0
4959,21319,FA1,E-Hail,Customer Refusal,2022-04-01,07:00,07:39,,00:00,00:00,00:00,P,New York,10027,New York,10040,0.0
4961,52908,S,Broker,Authorized,2022-04-01,23:30,22:05,VBG,00:00,21:43,00:00,A,Bronx,10461,Kings,11238,20.010000228881836
4962,52608,S,Broker,Authorized,2022-04-01,08:15,08:15,VBG,00:00,08:18,08:57,P,New York,10039,New York,10029,2.950000047683716
4975,3182,NSCNS,Broker,Customer no-show,2022-04-01,17:45,17:45,VBH,19:12,18:06,19:12,P,Kings,11217,Kings,11203,3.4000000953674316
4988,47748,CX,E-Hail,Early Cancel,2022-04-01,06:55,06:00,,00:00,00:00,00:00,P,Queens,11434,Queens,11364,0.0
5004,47828,CX,E-Hail,Early Cancel,2022-04-01,14:30,14:29,,00:00,00:00,00:00,P,Bronx,10453,Queens,11435,0.0
5016,50677,FA1,E-Hail,Customer Refusal,2022-04-01,16:00,16:08,,00:00,00:00,00:00,P,New York,10029,Kings,11234,0.0
5060,41828,S,Primary,Completed,2022-04-01,10:00,10:00,ITA,09:43,09:41,09:56,P,Queens,11432,Queens,11427,2.549999952316284
5078,29586,S,Primary,Completed,2022-04-01,14:30,14:30,MAG,15:39,15:36,17:19,P,Queens,11372,Richmond,10301,23.239999771118164
5082,40369,FA1,E-Hail,Customer Refusal,2022-04-01,13:00,13:42,,00:00,00:00,00:00,P,New York,10028,Bronx,10467,0.0
5106,30392,S,Broker,Authorized,2022-04-01,17:57,17:57,VBG,18:17,18:11,19:30,P,New York,10029,Queens,11434,17.59000015258789
5123,42193,S,Broker,Authorized,2022-04-01,09:00,08:59,VBG,09:21,09:17,09:45,P,New York,10002,New York,10036,3.069999933242798
5139,10404,S,E-Hail,Authorized,2022-04-01,09:00,09:00,STA,09:13,08:56,09:29,P,Bronx,10457,Bronx,10458,1.649999976158142
5141,29301,S,Broker,Authorized,2022-04-01,05:00,05:00,VBG,05:03,05:00,05:55,P,Bronx,10456,New York,10038,13.329999923706055
5150,48824,S,E-Hail,Authorized,2022-04-01,17:30,17:30,ISA,17:50,17:50,18:12,P,Richmond,10314,Richmond,10305,6.03000020980835
5152,11437,CX,E-Hail,Early Cancel,2022-04-01,09:00,09:40,,00:00,00:00,00:00,P,Bronx County,10466,Bronx County,10467,0.0
5164,23105,FA1,E-Hail,Customer Refusal,2022-04-01,16:00,16:23,,00:00,00:00,00:00,P,Bronx,10452,New York,10019,0.0
5186,26979,S,E-Hail,Authorized,2022-04-01,18:30,18:29,ARA,19:09,19:09,19:10,P,Queens,11365,Queens,11354,2.950000047683716
5187,49105,S,Primary,Completed,2022-04-01,09:00,09:00,MVT,09:41,09:34,09:52,P,Kings,11210,Kings,11226,0.4399999976158142
4470,24404,CX,E-Hail,Early Cancel,2022-04-01,20:10,20:10,,00:00,00:00,00:00,P,Queens,11411,Queens,11691,0.0
4481,47767,S,Broker,Authorized,2022-04-01,08:00,08:00,VBH,08:05,07:44,09:15,P,Queens,11357,New York,10038,14.729999542236328
4488,1024,S,Broker,Authorized,2022-04-01,09:00,09:00,VBH,09:06,08:57,10:36,P,Kings,11230,Kings,11249,6.829999923706055
